D. Affengruber (Centre-back),https://datamb.football/D_Affengruber_Centre-back_stats
L. Cabrera (Centre-back),https://datamb.football/L_Cabrera_Centre-back_stats
Fernando Calero (Centre-back),https://datamb.football/Fernando_Calero_Centre-back_stats
K. Boma (Centre-back),https://datamb.football/K_Boma_Centre-back_stats
F. Bacher (Centre-back),https://datamb.football/F_Bacher_Centre-back_stats
Ferro (Centre-back),https://datamb.football/Ferro_Centre-back_stats
Luan Patrick (Centre-back),https://datamb.football/Luan_Patrick_Centre-back_stats
A. Chernev (Centre-back),https://datamb.football/A_Chernev_Centre-back_stats
Bernardo Schappo (Centre-back),https://datamb.football/Bernardo_Schappo_Centre-back_stats
J. Tarkowski (Centre-back),https://datamb.football/J_Tarkowski_Centre-back_stats
M. Keane (Centre-back),https://datamb.football/M_Keane_Centre-back_stats
C. Widell (Centre-back),https://datamb.football/C_Widell_Centre-back_stats
R. Meissen (Centre-back),https://datamb.football/R_Meissen_Centre-back_stats
L. Realpe (Centre-back),https://datamb.football/L_Realpe_Centre-back_stats
J. de Haas (Centre-back),https://datamb.football/J_de_Haas_Centre-back_stats
A. Ahmedhodžić (Centre-back),https://datamb.football/A_Ahmedhod_i__Centre-back_stats
T. Watanabe (Centre-back),https://datamb.football/T_Watanabe_Centre-back_stats
Pablo Marí (Centre-back),https://datamb.football/Pablo_Mari_Centre-back_stats
M. Pongračić (Centre-back),https://datamb.football/M_Pongra_i__Centre-back_stats
L. Ranieri (Centre-back),https://datamb.football/L_Ranieri_Centre-back_stats
P. Comuzzo (Centre-back),https://datamb.football/P_Comuzzo_Centre-back_stats
S. Adewoye (Centre-back),https://datamb.football/S_Adewoye_Centre-back_stats
J. Hubner (Centre-back),https://datamb.football/J_Hubner_Centre-back_stats
Iván Márquez (Centre-back),https://datamb.football/Ivan_Marquez_Centre-back_stats
M. Ginter (Centre-back),https://datamb.football/M_Ginter_Centre-back_stats
P. Lienhart (Centre-back),https://datamb.football/P_Lienhart_Centre-back_stats
C. Bassey (Centre-back),https://datamb.football/C_Bassey_Centre-back_stats
Jorge Cuenca (Centre-back),https://datamb.football/Jorge_Cuenca_Centre-back_stats
J. Andersen (Centre-back),https://datamb.football/J_Andersen_Centre-back_stats
S. Otoa (Centre-back),https://datamb.football/S_Otoa_Centre-back_stats
J. Vásquez (Centre-back),https://datamb.football/J_Vasquez_Centre-back_stats
A. Marcandalli (Centre-back),https://datamb.football/A_Marcandalli_Centre-back_stats
L. Østigård (Centre-back),https://datamb.football/L_stigard_Centre-back_stats
Djené (Centre-back),https://datamb.football/Djene_Centre-back_stats
A. Abqar (Centre-back),https://datamb.football/A_Abqar_Centre-back_stats
Domingos Duarte (Centre-back),https://datamb.football/Domingos_Duarte_Centre-back_stats
Jonathan Buatu (Centre-back),https://datamb.football/Jonathan_Buatu_Centre-back_stats
